fips,county_name,in_stratmap,vintage_yyyymm,feature_count,prop_id_bad_rate,flags,download_url
48335,Mitchell,True,202503,8743,0.0032,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48335_lp.zip
48337,Montague,True,202505,24872,0.0628,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48337_lp.zip
48339,Montgomery,True,202507,320915,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48339_lp.zip
48341,Moore,True,202503,12256,0.0301,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48341_lp.zip
48343,Morris,True,202505,11898,0.0261,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48343_lp.zip
48345,Motley,True,202508,9374,0.5281,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48345_lp.zip
48347,Nacogdoches,True,202507,48004,0.0371,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48347_lp.zip
48349,Navarro,True,202503,46167,0.004,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48349_lp.zip
48351,Newton,True,202503,23278,0.0821,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48351_lp.zip
48353,Nolan,True,202505,13241,0.0403,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48353_lp.zip
48355,Nueces,True,202507,157198,0.0053,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48355_lp.zip
48357,Ochiltree,True,202503,6521,0.0017,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48357_lp.zip
48359,Oldham,True,202503,4162,0.9995,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48359_lp.zip
48361,Orange,True,202503,50337,0.0053,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48361_lp.zip
48363,Palo Pinto,True,202509,38704,0.0511,,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48363_lp.zip
48365,Panola,True,202505,18814,0.0789,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48365_lp.zip
48367,Parker,True,202507,100555,0.0644,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48367_lp.zip
48369,Parmer,True,202503,6606,0.0465,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48369_lp.zip
48371,Pecos,True,202508,14720,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48371_lp.zip
48373,Polk,True,202503,60178,0.0259,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48373_lp.zip
48375,Potter,True,202508,53490,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48375_lp.zip
48377,Presidio,True,202503,18436,0.0449,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48377_lp.zip
48379,Rains,True,202503,12312,0.0054,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48379_lp.zip
48381,Randall,True,202508,64824,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48381_lp.zip
48383,Reagan,True,202505,4607,0.0078,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48383_lp.zip
48385,Real,True,202503,8272,0.0435,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48385_lp.zip
48387,Red River,True,202503,13730,0.1374,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48387_lp.zip
48389,Reeves,True,202508,14975,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48389_lp.zip
48391,Refugio,True,202505,12483,0.0536,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48391_lp.zip
48393,Roberts,True,202503,2574,0.9992,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48393_lp.zip
48395,Robertson,True,202503,16935,1.0,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48395_lp.zip
48397,Rockwall,True,202507,52739,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48397_lp.zip
48399,Runnels,True,202507,15009,0.0174,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48399_lp.zip
48401,Rusk,True,202505,38106,0.0519,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48401_lp.zip
48403,Sabine,True,202507,23377,0.0414,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48403_lp.zip
48405,San Augustine,True,202505,12724,0.1069,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48405_lp.zip
48407,San Jacinto,True,202503,36346,0.0202,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48407_lp.zip
48409,San Patricio,True,202503,51395,0.0163,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48409_lp.zip
48411,San Saba,True,202505,11596,0.0592,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48411_lp.zip
48413,Schleicher,True,202503,6559,0.0189,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48413_lp.zip
48415,Scurry,True,202503,13849,0.0195,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48415_lp.zip
48417,Shackelford,True,202503,5542,0.0863,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48417_lp.zip
48419,Shelby,True,202507,21378,0.0013,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48419_lp.zip
48421,Sherman,True,202505,3531,0.0099,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48421_lp.zip
48423,Smith,True,202508,140245,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48423_lp.zip
48425,Somervell,True,202507,6823,0.0164,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48425_lp.zip
48427,Starr,True,202503,38571,0.0954,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48427_lp.zip
48429,Stephens,True,202503,12691,0.1202,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48429_lp.zip
48431,Sterling,True,202505,2365,0.0017,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48431_lp.zip
48433,Stonewall,True,202505,5247,0.0478,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48433_lp.zip
48435,Sutton,True,202503,5905,0.0246,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48435_lp.zip
48437,Swisher,True,202503,6657,0.0092,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48437_lp.zip
48439,Tarrant,True,202507,757171,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48439_lp.zip
48441,Taylor,True,202503,70602,0.0254,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48441_lp.zip
48443,Terrell,True,202503,5562,0.0708,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48443_lp.zip
48445,Terry,True,202507,9113,0.0104,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48445_lp.zip
48447,Throckmorton,True,202505,4669,0.0268,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48447_lp.zip
48449,Tom Green,True,202503,20841,0.0088,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48449_lp.zip
48451,Tom Green,True,202503,58686,0.0022,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48451_lp.zip
48453,Travis,True,202508,834936,0.5147,STALE|HIGH_PROP_ID_BAD_RATE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48453_lp.zip
48455,Trinity,True,202503,25952,0.0469,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48455_lp.zip
48457,Tyler,True,202503,33043,0.0088,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48457_lp.zip
48459,Upshur,True,202503,30305,0.0059,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48459_lp.zip
48461,Upton,True,202505,7882,0.0025,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48461_lp.zip
48463,Uvalde,True,202503,21722,0.0183,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48463_lp.zip
48465,Val Verde,True,202508,31635,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48465_lp.zip
48467,Van Zandt,True,202503,43964,0.0252,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48467_lp.zip
48469,Victoria,True,202503,45104,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48469_lp.zip
48471,Walker,True,202503,35584,0.0306,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48471_lp.zip
48473,Waller,True,202503,48136,0.0004,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48473_lp.zip
48475,Ward,True,202505,15181,0.0081,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48475_lp.zip
48477,Washington,True,202503,23475,0.0074,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48477_lp.zip
48479,Webb,True,202507,98291,0.0025,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48479_lp.zip
48481,Wharton,True,202503,31888,0.0172,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48481_lp.zip
48483,Wheeler,True,202505,7692,0.0673,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48483_lp.zip
48485,Wichita,True,202503,58742,0.0025,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48485_lp.zip
48487,Wilbarger,True,202503,11895,0.0792,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48487_lp.zip
48489,Willacy,True,202503,13989,0.1271,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48489_lp.zip
48491,Williamson,True,202507,282983,0.0004,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48491_lp.zip
48493,Wilson,True,202503,28827,0.0196,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48493_lp.zip
48495,Winkler,True,202503,7234,0.0442,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48495_lp.zip
48497,Wise,True,202503,48705,0.0,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48497_lp.zip
48499,Wood,True,202503,44576,0.0262,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48499_lp.zip
48501,Yoakum,True,202503,7291,0.0357,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48501_lp.zip
48503,Young,True,202503,16353,0.0184,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48503_lp.zip
48505,Zapata,True,202503,12623,0.1031,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48505_lp.zip
48507,Zavala,True,202503,9744,0.0564,STALE,https://data.geographic.texas.gov/0fa04328-872e-481c-b453-126a74777593/resources/stratmap25-landparcels_48507_lp.zip
